dimension,dimension_value,unique_orders,revenue,profit,late_delivery_rate,on_time_delivery_rate,cancellation_rate,loss_order_rate,avg_shipping_days,avg_delay_days,profit_margin
order_region,Central America,9396,5093849.716162856,616341.570650805,0.5487441464452959,0.18050234142188165,0.04203916560238399,0.21732652192422308,3.5077692635163897,0.5692848020434227,0.12099720348936575
order_region,Central Asia,184,97953.69091415001,13045.280051435,0.5543478260869565,0.20652173913043478,0.021739130434782608,0.20652173913043478,3.5217391304347827,0.6467391304347826,0.13317803473958253
order_region,East Africa,613,338054.313892092,43167.72992689,0.567699836867863,0.1729200652528548,0.03915171288743882,0.19249592169657423,3.495921696574225,0.5856443719412724,0.12769465779001796
order_region,East of USA,2323,1231955.133896532,156263.300193871,0.5492897115798536,0.18209212225570384,0.04476969436074042,0.22212656048213517,3.5105467068445977,0.581145071028842,0.1268417135448985
order_region,Eastern Asia,3318,1334313.412654495,147368.010614273,0.5479204339963833,0.17209162145871007,0.04430379746835443,0.21006630500301388,3.5183845690174804,0.5657022302591923,0.11044482444427936
order_region,Eastern Europe,1292,696307.18776181,79717.049920179,0.5595975232198143,0.1780185758513932,0.03560371517027864,0.22523219814241485,3.5193498452012384,0.5859133126934984,0.11448546176353458
order_region,North Africa,1064,572241.966337082,64599.860008929,0.543233082706767,0.17669172932330826,0.047932330827067667,0.21522556390977443,3.4718045112781954,0.549812030075188,0.11288906408321009
order_region,Northern Europe,3716,1939362.427052712,233450.600646958,0.5371367061356297,0.18218514531754576,0.04090419806243272,0.20909580193756727,3.4830462863293863,0.538751345532831,0.12037492187663837
order_region,Oceania,4362,1809996.547571635,201478.02048424399,0.546079779917469,0.1882164144887666,0.04287024300779459,0.20586886749197617,3.494268684089867,0.567629527739569,0.1113140357944633
order_region,South America,4979,2660243.689464357,335154.400817116,0.5414741916047399,0.17473388230568387,0.04840329383410323,0.2072705362522595,3.4944768025707975,0.5507129945772243,0.12598635310910172
order_region,South Asia,3335,1397364.573373674,165703.900123919,0.5592203898050975,0.1775112443778111,0.034782608695652174,0.20539730134932535,3.4968515742128936,0.5952023988005997,0.11858315523475603
order_region,South of  USA,1345,706904.33791426,88114.879897506,0.5598513011152416,0.17174721189591077,0.048327137546468404,0.2104089219330855,3.4981412639405205,0.5992565055762081,0.12464894494422159
order_region,Southeast Asia,4356,1738553.436150082,211342.819786219,0.5557851239669421,0.17056932966023874,0.04201101928374656,0.2059228650137741,3.5280073461891646,0.5762167125803489,0.1215624526642244
order_region,Southern Africa,398,204302.52221759,30826.050145997,0.5376884422110553,0.16834170854271358,0.04522613065326633,0.18592964824120603,3.4673366834170856,0.4648241206030151,0.150884334717934
order_region,Southern Europe,3543,1837525.817012941,230829.229882964,0.5348574654247813,0.18063787750493931,0.04318374259102455,0.2147897262207169,3.4614733276883998,0.5184871577758962,0.12561958463157655
order_region,US Center,1935,1034129.431505088,131094.229874934,0.5534883720930233,0.18811369509043926,0.04289405684754522,0.20103359173126614,3.474935400516796,0.5736434108527132,0.12676771966942033
order_region,West Africa,1223,654168.027241702,80030.270030946,0.5118560915780866,0.20768601798855274,0.04006541291905151,0.20605069501226492,3.511038430089943,0.509403107113655,0.12233901184133603
order_region,West Asia,2022,1056080.992174737,118815.410047009,0.559841740850643,0.1785361028684471,0.04302670623145401,0.21315529179030662,3.500989119683482,0.5816023738872403,0.11250596396242123
order_region,West of USA,2667,1412253.596013535,164940.660455197,0.5440569928758905,0.1784776902887139,0.04911886014248219,0.22722159730033745,3.5054368203974504,0.5583052118485189,0.11679252290154284
order_region,Western Europe,10010,5296002.889842288,625446.080547806,0.557942057942058,0.17012987012987013,0.04465534465534465,0.2112887112887113,3.5116883116883115,0.5908091908091908,0.11809776043502715
customer_segment,Consumer,34119,17164278.365986284,2073487.671913526,0.5472610568891234,0.17931357894428324,0.044110319763181804,0.2111140420293678,3.503883466690114,0.5662827163750404,0.120802496190138
customer_segment,Corporate,19856,10030649.902761593,1202574.961506601,0.5474919419822724,0.17752820306204672,0.04225423045930701,0.21323529411764705,3.489977840451249,0.5596796937953263,0.11989003436113481
customer_segment,Home Office,11777,5859474.111468738,690840.34063023,0.5523477965526026,0.17653052560074722,0.04338965780759107,0.20990065381676148,3.510656364099516,0.5796043134924005,0.11790142382881247
